Title,Year,Genres,Directors,Writers,Cast,Plot,Runtime,Country,Language,Awards,Rating,MovieCode
The Penalty Phase,1986,"Drama, Thriller",Tony Richardson,Gale Patrick Hickman,"Peter Strauss, Jonelle Allen, Karen Austin, Jane Badler, John Harkins, Millie Perkins, Mitchell Ryan, Richard Bright, Richard Chaves, Rossie Harris","Things looked pretty simple: the confessed murderer had all the evidence against him. The Prosecutor Jansen could not have been more relentless, conservative and incisive. Furthermore, the jury already had a verdict: guilty of the more than 30 charges against him. But suddenly Judge Kenneth Hoffman finds out that the evidence was not obtained legally, so the procedure is void. Judge Hoffman is in the middle of this legal storm, although he wants to apply the law strictly, he will find everybody against him.",['96'],United States,English,,6.4,91741
Pepper Chicken,2020,Thriller,Ratan Sil Sarma,Nothing from IMDB,"Dipannita Sharma, Boloram Das, Monuj Borkotoky, Baharul Islam, Ravi Sharma","The plot of the movie revolves around a female Radio Jockey, who gets in a cab at night to go home, but halfway through the journey, the cab suddenly breaks down. In search of help, the cab driver and the RJ enter an old house. As they enter, they realise the house has been abandoned for many years. Is there any connection between the house and the cab driver? Will the RJ be able to escape the house? What unravels over the course of the night is a tale of mysteries, unexpected twists, and shocking revelations from the past, that dare to scar the present.",,India,Hindi,,5.3,12983052
Phamous,2018,"Comedy, Crime, Drama, Romance",Karan Butani,H. Banerjee,"Jimmy Shergill, Shriya Saran, Kay Kay Menon, Pankaj Tripathi, Jackie Shroff, Mahie Gill, Brijendra Kala, Achyut Potdar, Deepraj Rana, Jameel Khan","Set in the wild wild east, the story of Phamous invites you on an odyssey that hits your heart and face at the same time. Find love, power and wisdom amidst guns and dhakkad's. In a clash of ambition, love and hope, this story shows the rise of the unique duo of Kadak Singh and Ram Vijay Tripathi against the patriarch Shambhu all tied up in a saga by an innocent boy. Politics and Power come against Love and Revenge exposing the hollow darkness of human nature. How the most powerful people fall for the clumsiest human emotions and are willing to tear down the world around them, making it very difficult for loyalty, love and hope to exist. Will it survive? Starring Kay Kay, Pankaj Tripathi, Jackie Shroff and Jimmy Sheirgill along with Shriya Saran, the characters welcome you to the land of bandook for the war, is on.",['115'],India,Hindi,,3.9,8338746
Phata Poster Nikla Hero,2013,"Action, Comedy, Crime, Drama",Rajkumar Santoshi,Rajkumar Santoshi,"Shahid Kapoor, Ileana D'Cruz, Padmini Kolhapure, Mukesh Tiwari, Darshan Jariwala, Saurabh Shukla, Zakir Hussain, Sanjay Mishra, Shiva Natrajan, Rana Jung Bahadur","After Vishwas Rao (Shahid Kapoor) is raised by his Mother (Padmini Kolhapure), who apparently dreams of him becoming a Police Inspector. However, he has different plans in mind. Vishwas wants to become a film star. In Mumbai, after helping out a social-worker, Kajal (Ileana D'Cruz), whilst dressed as an Police Inspector for a photo shoot, she mistakes him as an Inspector, and he eventually plays along. Suddenly her mother arrives in Mumbai. How will Vishwas get rid of his troubles?",['146'],India,Hindi,,4.9,2615584
Phir Bhi Dil Hai Hindustani,2000,"Comedy, Drama, Musical, Romance",Aziz Mirza,Nothing from IMDB,"Shah Rukh Khan, Juhi Chawla, Johny Lever, Paresh Rawal, Haidar Ali, Smita Jaykar, Neena Kulkarni, Bharti Achrekar, Mona Ambegaonkar, Suresh Bhagwat","Rival news-reporters, Ajay Bakshi (Shahrukh Khan), and Ria Bannerjee (Juhi Chawla) engage in a comic war to be the first to interview notorius M.K. Sharma (Bharat Kapoor), in which Ria succeeds. Then the two are thrust in a battle for their lives as they must decide whether to save an innocent terrorist (Paresh Rawal) from being hanged, or sacrifice their very lives themselves.",['160'],India,Hindi,,6.1,222270
Pihu,2018,"Short, Romance",Sachin Gupta,Sachin Gupta,"Dau Dayal Bansal, Sanaya Irani, Sumeet Kant Kaul, Ravi Khanna, Shruti Verma",,,India,Hindi,,7.9,8499798
Piku,2015,"Comedy, Drama",Shoojit Sircar,Juhi Chaturvedi,"Deepika Padukone, Amitabh Bachchan, Irrfan Khan, Moushumi Chatterjee, Raghubir Yadav, Jisshu Sengupta, Balendar Singh, Swaroopa Ghosh, Sajal Bhattacharya, Rupsa Banerjee",,['123'],India,Hindi,,7.6,3767372
Licorice Pizza,2021,"Comedy, Drama, Romance",Paul Thomas Anderson,Paul Thomas Anderson,"Will Angarola, Griff Giacchino, James Kelley, Cooper Hoffman, Alana Haim, Dexter Demme, River Cornwell, Harrison Bray, Sasha Spielberg, Karissa Reynafarje","""Licorice Pizza"" is the story of Alana Kane and Gary Valentine growing up, running around, and falling in love in the San Fernando Valley in 1973. Written and directed by Paul Thomas Anderson, the film tracks the treacherous navigation of first love.",['133'],"United States, Canada","English, Japanese, Spanish",,7.1,11271038
AVN Awards 2014,2014,"Adult, News",Gary Miller,Nothing from IMDB,"Asa Akira, Anikka Albrite, Zaina Ali, August Ames, Jessie Andrews, Joanna Angel, Brandy Aniston, Nicole Aniston, Andy Appleton, Brad Armstrong","Erotic filmmaking superstars Chanel Preston and Samantha Saint host the 31st annual adult movie awards from The Joint at the Hard Rock Hotel and Casino in Las Vegas, honoring the best work over the past year in the adult film business. Who will win big awards like Best Feature and Best Actress, as well as more tongue-in-cheek prizes such as Best All-Girl Group Scene, Best Big Butt Series and Best Foot/Leg Fetish Release? Tune in to find out!",['82'],United States,English,,5.3,3705604
Pocket Maar,1974,"Action, Drama, Romance",Ramesh Lakhanpal,Nothing from IMDB,"Dharmendra, Saira Banu, Prem Chopra, Mehmood, Nasir Hussain, Shobha Khote, Azra, Asit Kumar Sen, Praveen Paul, Keshav Rana","After the passing away of son and daughter-in-law, prominent businessman, Rai, undertakes to look after his grand-daughter, Asha, with a lot of love and affection. When she grows old enough to be a ravishing beauty, he is anxious to get her married to the right man before he passes away. He finds out that Asha has a boyfriend by the name of Madan Malhotra, and although he has never met him, he disapproves of him, but finally gives in to Asha's wishes. When Madan returns from abroad, Rai is pleasantly surprised at Asha's choice and welcomes Madan with open arms. Shortly thereafter on his birthday, Rai formally announces their engagement. When Rai does not know is that Madan is not who he claims to be but is, in fact, a thief and pick-pocket by the name of Shankar, who has been hired by Asha to impersonate the real Madan. Watch what happens when the real Madan returns and attempts to assert his love for Asha.",,India,Hindi,,6.6,358029
Pokiri,2006,"Action, Crime, Thriller",Puri Jagannadh,Nothing from IMDB,"Mahesh Babu, Ileana D'Cruz, Prakash Raj, Nassar, Ashish Vidyarthi, Sayaji Shinde, Brahmanandam, Ajay, Sudha, Bharat Kumar","Pandu is a killer for hire, and will accept any contract provided the amount is right. The Police want him for questioning, while the underworld needs him to silence their opponents. No one really knows this assassin's background. It is only Pandu who knows his real identity and he has no intention of sharing it with anyone.",['164'],India,Telugu,,8.0,816258
Prem Nagar,1974,"Drama, Musical, Romance",K.S. Prakash Rao,Nothing from IMDB,"Rajesh Khanna, Hema Malini, Prem Chopra, Govardhan Asrani, Nana Palsikar, Ramesh Deo, Agha, David Abraham, Nasir Hussain, Manmohan","Karan Singh, the younger scion of a wealthy zamindar (heriditary land owners) who lives in feudal splendour. His older brother 'lords' it over the hundreds of serfs who contribute to the wealth of their family. Karan lives an alcoholic, hedonistic life with wine, women and song for companions. The airline stewardess, Savithri makes a profound influence on the dissolute young man during a flight. Later her rescues her from a fate 'worse than death' and Savithri finds herself in the employ of the estate and living in the haveli (palace) of Karan's family. Association between Karan and Savithri blossoms into love. Caught in the web of palace intrigues, Savithri is implicated in the theft of a precious necklace. While greed for the inherited property and petty jealousy weave their web of malice the love of this amorous couple has to pass the litmus test of suspicion. Reduced to rags and a hovel, Savithri, her parents and siblings eke out a miserable life while maintaining their high moral and ethical standards. Is Karan and Savithri's love strong enough to survive the turbulence of high society expectations, greed, poverty and intrigue?",['200'],India,Hindi,,6.1,72026
Prem Ratan Dhan Payo,2015,"Action, Drama, Musical, Romance",Sooraj R. Barjatya,Nothing from IMDB,"Salman Khan, Sonam Kapoor, Neil Nitin Mukesh, Deepak Dobriyal, Arman Kohli, Swara Bhasker, Aashika Bhatia, Deepraj Rana, Manoj Joshi, Sanjay Mishra","A conspiracy to eliminate Prince Vijay just days before his coronation is hatched by his younger brother, who eyes the throne, its riches, and its power. Prem, a lookalike of the prince, steps in at this point and loses his heart to the prince's beloved, Maithili.",['164'],India,"Rajasthani, Hindi, Tamil, English, French",,4.4,3595298
Professor Pyarelal,1981,"Action, Crime, Thriller",Brij,Nothing from IMDB,"Zeenat Aman, Brahmachari, R.S. Chopra, Daljeet, Jeevan Dhar, Dharmendra, Simi Garewal, Habib, Hercules, Satyendra Kapoor","Kishinchand has taken to a life of crime, namely that of forging passports, and for that is under surveillance by the police. Upon his wife, Shanti's, and son, Pyarelal's insistence, he decides to give up all criminal activity and become honest. Then Shyamlal approaches him to make a fake passport, which he does, for a suitcase full of gold bars. Shyamlal escapes, but Inspector Shinde confronts Kishinchand and in the scuffle that follows, Shinde gets killed. Kishinchand re-locates to London, England, where he is now known as underworld Don, King. He has given up on his wife and son and believes they had been burned alive in a fire during Diwali. Now years later, a young man approaches and informs him that he is Pyarelal, and that Shanti is still alive in India. Kishinchand is overjoyed, and invites his wife to come to London right away, only to find out that the man claiming to be his son, is really Ronnie, a con-man and smuggler. Kishinchand is re-united with his real son and wife and all seems to be going well, until he finds out that the man claiming to be his son is really Ram Shinde, the son of the Police Inspector he had accidentally slain, and is really out to kill him. Not only is Ram after Kishinchand's life, but a woman named Sonia Singh also wants him dead, as due to his slaying Shinde, her innocent father was convicted for this crime and spent 14 years behind bars. The question remains, where is the real Pyarelal, and who will finally succeed in killing Kishinchand?",['133'],India,Hindi,,6.6,158122
Punjab 1984,2014,"Drama, Family, History",Anurag Singh,Nothing from IMDB,"Diljit Dosanjh, Kirron Kher, Pawan Malhotra, Sonam Bajwa, Arun Bali, Gurcharan Singh Channi, Rana Ranbir, Manav Vij, Vansh Bhardwaj, Daljinder Basran","This is the story of a mother and her missing son set in the backdrop of 1984 Punjab, when the state was going through a terrible time of terrorism. The film depicts the longing of a mother for her son and her search for her son, who is labelled a terrorist because of the bad times in Punjab.",['159'],"India, Canada",Punjabi,,8.3,3607198
Pushpa: The Rise - Part 1,2021,"Action, Crime, Drama, Thriller",Sukumar,Nothing from IMDB,"Allu Arjun, Fahadh Faasil, Rashmika Mandanna, Jagadeesh Prathap Bandari, Sunil, Rao Ramesh, Dhananjaya, Anasuya Bharadwaj, Ajay, Ajay Ghosh","Pushpa a labor works for small sum but dreams of living a life of king. But he is always let down by his step brothers for being an illegitimate child of their father. He gets chance to work in dense forest of red sanders where red sanders are smuggled to other countries. The labors are always under the scanner of DSP Govindappa but Pushpa dares to go against everyone creating hurdles for DSP. Pushpa manages to save a smuggling consignment worth crores under the eye of DSP and becomes known to Reddy Brothers. (Konda Reddy, Jakka Reddy and Jolly Reddy) known to do smuggling of red sanders. Pushpa manages to smuggle red sanders often with his tricks by bluffing DSP and his team and becomes close side of Konda Reddy. Pushpa changes his lifestyle and decides to marry Srivelli but his step brothers disclose his mother's relationship with their father thus calling of the marriage. Pushpa who now decides not to stop in reaching heights and finds that Mangalam Sinu, a syndicate member is giving Reddy's gang much lesser share than they deserve and asks Konda Reddy to hike profit. Konda Reddy asks Pushpa to take thing sin his hands as his involvement will lead to war between the two gangs.A fearless Pushpa decides to take control of things leading to disagreements between two gangs.",['179'],India,"Hindi, Tamil, Malayalam, Kannada, Telugu",,7.6,9389998
Pyaar Ka Punchnama 2,2015,"Comedy, Drama, Romance",Luv Ranjan,Nothing from IMDB,"Kartik Aaryan, Omkar Kapoor, Sunny Singh, Nushrratt Bharuccha, Ishita Raj, Sonnalli Seygall, Mona Ambegaonkar, Backagaindancer, Joy Badlani, Ratnesh Mani","Three simple and fun loving guys living in Gurgaon are looking for love. Each finds a girl of their tastes and all seems well. As time moves on, slowly and steadily they begin to wonder if their other halves are actually in love with them? What makes them think so? Are they right? Will their efforts of finding and keeping love pay off?",['137'],India,Hindi,,7.3,4430136
Pyaar Ka Punchnama,2011,"Comedy, Drama, Romance",Luv Ranjan,Nothing from IMDB,"Kartik Aaryan, Ashish Chhipa, Raayo S. Bakhirta, Divyendu Sharma, Nushrratt Bharuccha, Sonnalli Seygall, Ishita Raj, Manoj Bakshi, Ranjit Batra, Padam Bhola","Outspoken and overly critical Nishant Agarwal meets gorgeous new co-worker, Charu, offers his help, assists her financially, and they become close friends. His room-mates, Rajat and Vikrant, are pleased with this outcome as they already have girlfriends in Neha and Rhea respectively. But both the relationships are not as harmonious, as Rajat feels Neha is self-centered and demanding, while Rhea appears to be withdrawn and aloof. Missing their meetings and bar-hopping, the trio decide to take a time-out and be by themselves. All three women, however, find out and decide to accompany them to the beach where they eventually mingle. The trio do not know that soon misunderstandings will crop up - and it will take a lot of effort and understanding to resolve them.",['149'],India,Hindi,,7.6,1926313
Pyaar Ka Rishta,1973,Drama,Sultan Ahmed,Nothing from IMDB,"Balraj Sahni, Sameer Khan, Mumtaz Askari, Vinod Khanna, Shatrughan Sinha, Nirupa Roy, Nadira, Johnny Walker, Mallika, Randhir",Balraj Sahni is brother of Nirupa Roy. Sameer is son of Nirupa Roy and Vinod Khanna is son of Balraj Sahni. They both live in a same house but due to difference between Nirupa Roy and Balraj Sahni's wife and Nirupa Roy takes her son to another house. At the end how they unite have to watch Pyar Ka Rishta.,['137'],India,Hindi,,5.8,176073
Mission: Impossible - Dead Reckoning Part One,2023,"Action, Adventure, Thriller",Christopher McQuarrie,Nothing from IMDB,"Tom Cruise, Hayley Atwell, Ving Rhames, Simon Pegg, Rebecca Ferguson, Vanessa Kirby, Esai Morales, Pom Klementieff, Henry Czerny, Shea Whigham","Ethan Hunt and the IMF team must track down a terrifying new weapon that threatens all of humanity if it falls into the wrong hands. With control of the future and the fate of the world at stake, a deadly race around the globe begins. Confronted by a mysterious, all-powerful enemy, Ethan is forced to consider that nothing can matter more than the mission -- not even the lives of those he cares about most.",['163'],United States,"English, French, Italian, Russian",,7.7,9603212
Pyaar Ke Side Effects,2006,"Comedy, Drama, Romance",Saket Chaudhary,Nothing from IMDB,"Rahul Bose, Mallika Sherawat, Ranvir Shorey, Sharat Saxena, Shabnam Kapoor, Jas Arora, Suchitra Pillai, Taraana Raja, Aamir Bashir, Sophiya Chaudhary","Bengal-speaking Siddharth Bose lives a middle-classed lifestyle in Delhi along with his mother, and sister, Shalini. Their dad had abandoned them years ago. Shalini gets married to Kapil Sharma and moves in with him, while Siddharth works as a DJ with his friend, known simply as Nanoo. While performing for a ceremony, where Punjabi-speaking Trisha Mallick is about to wed India's youngest C.E.O., Vivek Chaddha, Siddharth sneaks in to use the bathroom and finds out that the bride does not love the groom and is about to run away. He manages to convince her to stay put, uses the facility and leaves. He meets her six months later in Mumbai, and he finds out that she did run away, both are attracted to each other and start living together fairly harmoniously, even though Trisha is taller than him. Siddharth's mom approves of Trisha and hopes that their children will also be taller. Their humorous and idyllic lifestyle is shattered when Trisha proposes to him, and gets him to meet her mom, Shabnam, and rather snobbish dad, Veerbhadra Mallick, a retired Colonel, who does not approve of his daughter running away nor living with a wedding musician, who does not even earn half as much as his daughter, and also hopes to get his daughter to wed an yet unmarried Vivek.",['132'],India,"Hindi, Bangla, English",,6.8,480572
Thirst,1957,"Drama, Musical, Romance",Guru Dutt,Abrar Alvi,"Guru Dutt, Waheeda Rehman, Mala Sinha, Rehman Khan, Johnny Walker, Kumkum, Leela Mishra, Shyam, Mehmood, Radheshyam",Vijay a poet whose work is not taken seriously by the publishers even his elder brothers dislike him for the same and want him to find a suitable job.Due to all this Vijay leaves his house and starts living alone where once he encounters a prostitute Gulabo murmuring his poem and follows her but she feels he is an impostor.But Gulabo soon realizes her mistake and meets him and both develop feeling for each other he comes across Ghosh a publisher who wants to publish his poems but in turn hires him as a servant.Vijay finds that his former lover Meena is married to Ghosh for financial security and when Ghosh finds about it he fires him from work.Vijay is again left jobless and no where a beggar whom Vijay gave his coat meets with a train accident and everyone believes he is dead.But Vijay is very much alive and tries to prove his identity but his sent to an asylum where his brothers and Ghosh refuse to identify him.,['146'],India,Hindi,,8.3,50870
Dimension 20,2018,"Adventure, Comedy, Fantasy",Nothing from IMDB,"Brennan Lee Mulligan, Elaine Lee, Elaine Lee","Brennan Lee Mulligan, Lou Wilson, Siobhan Thompson, Ally Beardsley, Zac Oyama, Emily Axford, Brian Murphy, Aabria Iyengar, Erika Ishii, Rekha Shankar",,,United States,English,,9.4,9646546
The Ministry of Ungentlemanly Warfare,2024,"Drama, War",Guy Ritchie,Nothing from IMDB,"Alan Ritchson, Henry Cavill, Eiza González, Hero Fiennes Tiffin, Cary Elwes, Alex Pettyfer, Freddie Fox, Henry Golding, Babs Olusanmokun, Til Schweiger","Billed as a true story about a secret British World War II organization; the Special Operations Executive. Founded by Winston Churchill, their irregular warfare against the Nazis helped to change the course of the war, and gave birth to modern black operations.",['120'],"United States, United Kingdom",English,,,5177120
"Austin Film Festival 2019 Interview: ""A Patient Man""",2019,Documentary,Nicole Russin-McFarland,Nothing from IMDB,"Rob Houle, Jonathan Mangum, Harrison Reynolds, Nicole Russin-McFarland, Kevin Ward",,,Nothing from IMDB,Nothing from IMDB,,,26246748
Ala Vaikunthapurramuloo,2020,"Action, Comedy, Drama",Trivikram Srinivas,Nothing from IMDB,"Allu Arjun, Pooja Hegde, Tabu, Jayaram, Murli Sharma, Sachin Khedekar, Sushanth, Nivetha Pethuraj, Navdeep, Samuthirakani","The narrative revolves around Bantu (Allu Arjun), a skilled middle-class man who is despised and often neglected by his father Valmiki (Murali Sharma). What Bantu doesn't know is that he's actually the son of a businessman swapped by Valmiki with his own son to give the latter a comfortable life. A violent incident draws Bantu closer to the truth, upon learning which he decides to enter Vaikunthapuram, the home of his real parents and eventually confront those who threaten his family.",['163'],India,Telugu,,7.3,9537292
Interview with the Vampire,2022,"Drama, Fantasy, Horror",Nothing from IMDB,"Jonathan Ceniceroz, Jonathan Ceniceroz, David B. Harris","Jacob Anderson, Sam Reid, Eric Bogosian, Assad Zaman, Bailey Bass, Kalyne Coleman, Chris Stack, Christian Robinson, Rae Dawn Chong, Maura Grace Athari","In the year 2022, the vampire Louis de Pointe du Lac lives in Dubai and seeks to tell the story of his life or afterlife to renowned journalist Daniel Molloy. Beginning in early 20th-century New Orleans, Louis' story follows his relationship with the vampire Lestat du Lioncourt and their formed family, including teen fledgling Claudia. Together, the vampire family endures immortality in New Orleans and beyond. As the interview continues in Dubai, Molloy discovers the truths beneath Louis' story.",,United States,English,,7.3,14921986
Arctic,2018,"Adventure, Drama",Joe Penna,"Joe Penna, Ryan Morrison","Mads Mikkelsen, Maria Thelma Smáradóttir, Tintrinai Thikhasuk",A man stranded in the Arctic after a plane crash must decide whether to remain in the relative safety of his makeshift camp or to embark on a deadly trek through the unknown in hopes of making it out alive.,['98'],"United States, Iceland","English, Danish",,6.8,6820256
Backstabbing for Beginners,2018,"Drama, History, Mystery, Romance, Thriller",Per Fly,Nothing from IMDB,"Theo James, Ben Kingsley, Belçim Bilgin, Jacqueline Bisset, Peshang Rad, Daniela Lavender, Rachel Wilson, Rossif Sutherland, Brian Markinson, Aidan Devine","In October 2002, twenty-four year old Michael Sullivan moves from a job in lobbying to one in the diplomatic corps at the UN, he getting the job despite he feeling the interview having gone badly. He comes from a family of diplomats with both his father and his older sister having served - the former who was killed in 1983 in the US Embassy bombing in Beirut - and thus feels it is in his blood, his hope to make some difference in the world. He is assigned to be the assistant to Costa Pasaris - Pasha - the Undersecretary to the Oil for Food program, the largest ever humanitarian program in the organization. The program is to have Iraqi oil sold at market value with no proceeds going to the regime of Saddam Hussein, in exchange for food and medicine to the Iraqi populace who have suffered under that regime in Hussein filling his own coffers instead. Pasha quickly begins to see Michael as a trusted and valuable aide for the program, particularly against naysayers, especially internal ones such as the Field Director in Iraq, Christina Dupre, who believes the program is rampant with corruption. Michael does sees signs of corruption within the program while in Baghdad, such as the hospitals and medical clinics in Iraq being provided expired and thus useless medications. But it isn't until he begins to trust his Iraqi interpreter, Nashim Hussani, that he begins to believe that there are bigger issues at play, including the fate of his predecessor, who he knows was killed in a car accident, but who Nashim implies was murdered for information he possessed about the program. Michael has to decide who to trust with conflicting information from Nashim and Pasha. When Michael finally comes to the realization of what is happening, he has to decide how best to exact justice and change regardless of the repercussions on his diplomatic career.",['108'],"Denmark, Canada, United States","English, Persian, French",,6.3,5153288
Blindspotting,2018,"Comedy, Crime, Drama",Carlos López Estrada,"Rafael Casal, Daveed Diggs","Daveed Diggs, Rafael Casal, Janina Gavankar, Jasmine Cephas Jones, Ethan Embry, Tisha Campbell, Utkarsh Ambudkar, Kevin Carroll, Nyambi Nyambi, Jon Chaffin","Collin (Daveed Diggs) must make it through his final three days of probation for a chance at a new beginning. He and his troublemaking childhood best friend Miles (Rafael Casal) work as movers and are forced to watch their old neighborhood become a trendy spot in the rapidly-gentrifying Bay Area. When a life-altering event causes Collin to miss his mandatory curfew, the two men struggle to maintain their friendship as the changing social landscape exposes their differences. Explores the intersection of race and class set against the backdrop of Oakland.",['95'],United States,English,,7.4,7242142
The Brothers Sun,2024,"Action, Comedy, Drama",Nothing from IMDB,"Justin Calen-Chenn, Justin Calen-Chenn, Brad Falchuk","Michelle Yeoh, Justin Chien, Sam Song Li, Joon Lee, Highdee Kuan, Alice Hewkin, Jenny Yang, Madison Hu, Rodney To, Johnny Kou","Just when Taipei gangster Charles Sun has finally settled into his life as a ruthless killer, his father is shot by a mysterious assassin and he must prepare to journey back to L.A. to protect his mother and utterly-unaware younger brother Bruce.",['69'],United States,"English, Chinese",,7.7,17632862
Bundal Baaz,1976,"Comedy, Fantasy, Romance",Shammi Kapoor,Nothing from IMDB,"Rajesh Khanna, Shammi Kapoor, Sulakshana Pandit, Farida Jalal, Ranjeet Bedi, Johnny Walker, Lalita Pawar, Kamal Kapoor, Sulochana Latkar, Mukri","Daydreamer Rajaram lives a poor lifestyle in a village in India along with his aunt and an unmarried sister, Malti, who has mortgaged their shanty house with Sukhi Lala so that she can educate Rajaram in Bombay. Rajaram pretends to be wealthy in order to get married to his sweetheart, Nisha Sharma, much to the chagrin of her dad who wants her to get married to a boxer, Ranjeet Gupta. After Rajaram gets a degree in Arts he returns home and finds out about the debt, he attempts to find work, ends up working as a laborer with Sukhi, but is beaten-up when he is found slacking. Rajaram returns to Bombay, meets with Suleiman, and takes up collecting waste material (Dabha Batli) from households for a fee. One day he comes across a bottle, which falls down and out pops a 20000 year old Genie with magical powers. Rajaram does not want anything to do with this Genie, who insists on helping him for one year regardless. With his help Rajaram and Suleiman improve their lifestyle, albeit with a lot of problems, and also improve Rajaram's chances of getting married to Nisha. Things get complicated when the Genie loses his ring, which ends up with Ranjeet, who summons another Genie, Jumjumbo, from the very pits of hell, and abducts Nisha and her dad in order to force Nisha to marry him. Rajaram and the Genie set out for their rescue - only to find that the Genie has no powers underground - and both end up at the mercy of the evil Jumjumbo and Ranjeet.",,India,Hindi,,6.6,231226
Crazy Rich Asians,2018,"Comedy, Drama, Romance",Jon M. Chu,Nothing from IMDB,"Constance Wu, Henry Golding, Michelle Yeoh, Gemma Chan, Lisa Lu, Awkwafina, Harry Shum Jr., Ken Jeong, Sonoya Mizuno, Chris Pang","Rachel Chu, an American-born Chinese NYU professor, travels with her boyfriend, Nick to his hometown in Singapore for his best friend's wedding. Before long, his secret is out: Nick's family is wealthy, and he's considered the most eligible bachelor in Asia. Every single woman is incredibly jealous of Rachel and wants to bring her down.",['120'],United States,"English, Mandarin, Cantonese, Hokkien, French, Malay",,6.9,3104988
Dance Bar,2019,Drama,Nothing from IMDB,Sritama Dutta,"Sudhanshu Pandey, Kanisha Malhotra, Poonam Rajput, Niyati Joshi, Yogiraj, Vipul Verma",,,India,Hindi,,6.3,11412166
Double Date,2017,"Comedy, Horror",Benjamin Barfoot,Danny Morgan,"Danny Morgan, Georgia Groome, Michael Socha, Kelly Wenham, Dougie Poynter, Tom Sturridge, Brooke Norbury, Maria Barr, Tanika Beckford, Benny Bereal",,['89'],United Kingdom,English,,5.9,6136778
Double Impact,1991,"Action, Crime",Sheldon Lettich,Nothing from IMDB,"Jean-Claude Van Damme, Geoffrey Lewis, Alonna Shaw, Corinna Everson, Philip Chan, Alan Scarfe, Bolo Yeung, Andy Armstrong, Wu Fong Lung, Peter Malota","Jean Claude Van Damme plays a dual role as Alex and Chad, twins separated at the death of their parents. Chad is raised by a family retainer in Paris, Alex becomes a petty crook in Hong Kong. Seeing a picture of Alex, Chad rejoins him and convinces him that his rival in Hong Kong is also the man who killed their parents. Alex is suspicious of Chad, especially when it comes to his girlfriend.",['110'],United States,"English, Cantonese, French",,5.6,101764
Tamia - The First Battle Gen movie,2024,"Short, Sci-Fi",Ancil Harris,Angelia Byron,"Ambika Boodhu, Isabella Williams, Charli Griffith, Alana Duprey, Resha Hamid, Jenelle Karamath","After the Moors destroyed her sector and left her for dead, Tamia, found by Commander Lucinda, eventually became the first Capernaum super solider that would go on a special mission which can end the war. On her journey she will receive a series of flash backs from the day her family were killed and eventually confront the being that was responsible.",,Trinidad & Tobago,English,,,27588229
Hansel & Gretel: Witch Hunters,2013,"Action, Fantasy, Horror",Tommy Wirkola,Nothing from IMDB,"Jeremy Renner, Gemma Arterton, Famke Janssen, Pihla Viitala, Derek Mears, Robin Atkin Downes, Ingrid Bolsø Berdal, Joanna Kulig, Thomas Mann, Peter Stormare","Fifteen years after a horrific experience in a deceptively inviting ginger bread house, an orphan Hansel (Jeremy Renner) and Gretel (Gemma Arterton) have become famous for ridding the countryside of witches. Despite their stellar success record, the brother and sister face a unique challenge when an extremely powerful witch is identified as the culprit stealing children from a local village with the intent to sacrifice them in an ancient magical ceremony to be held on the night of the Blood Moon. As Hansel and Gretel race against the clock, making several unlikely allies on the way (among them a troll and a witch hunter fanboy), they unexpectedly come across a link to their own pasts and the secret their parents took with them when they disappeared.k.",['88'],"United States, Germany",English,,6.1,1428538
Inside Job,2021,"Animation, Adventure, Comedy, Fantasy, Sci-Fi",Nothing from IMDB,"Alisha Brophy, Alisha Brophy, Alisha Brophy","Lizzy Caplan, Christian Slater, Clark Duke, Tisha Campbell, Andy Daly, Chris Diamantopoulos, John DiMaggio, Bobby Lee, Brett Gelman, Shion Takeuchi","The shadow government and the dysfunctional team whose daily grind is committing the world's conspiracies. From convoluted coverups to secret societies to masked orgy etiquette, navigating office culture at Cognito Inc. can be tricky, especially for anti-social tech genius Reagan Ridley. Even in a workplace filled with reptilian shapeshifters and psychic mushrooms, she's seen as the odd one out for believing the world could be a better place. Reagan thinks she can make a difference, if only she could manage her unhinged, manifesto-writing father, her irresponsible coworkers, and finally snag the promotion she's been dreaming about.",['30'],United States,English,,7.7,10231312
Irumbu Thirai,2018,"Action, Crime, Thriller",P.S. Mithran,Nothing from IMDB,"Vishal, Samantha Ruth Prabhu, Arjun Sarja, Delhi Ganesh, Robo Shankar, Suman, Vincent Ashokan, Kaali Venkat, Darshana Rajendran, Madhusudhan Rao","The movie is an action thriller that concerns hacking and the leak of information, how in the days of interconnections, the privacy of a person doesn't hold power, as anyone can be hacked and their personal information stolen from them.",['160'],India,"Tamil, Hindi, Telugu",,7.6,7179784
Jewel Thief,1967,"Crime, Drama, Musical, Mystery, Thriller",Vijay Anand,Nothing from IMDB,"Ashok Kumar, Dev Anand, Vyjayanthimala, Tanuja Samarth, Helen, Faryal, Anju Mahendru, Nasir Hussain, D.K. Sapru, Pratima Devi","Vinay, an ordinary young man who finds himself constantly mistaken for a look-alike jewel thief named Amar. Vinay works with the police to impersonate Amar and crack his crime ring--but it seems that Amar has decided to impersonate Vinay, as well, and soon their true identities are thoroughly muddled.",['186'],India,Hindi,,7.9,61842
